Substation,,,,,,,,,,,,,,
Longitude,Latitude,Sub Num,Sub Name,Sub ID,Area Name,Zone Name,# of Buses,Nominal kV(max),Gen MW,Gen Mvar,Load MW,Load Mvar,Shunt MW,Shunt Mvar
-122.524,45.62,13196,PORTLAND 43,706,Oregon,1,1,138,,,47.7,2.99,,
-122.6,45.527,13197,PORTLAND 44,707,Oregon,1,2,138,,,47.24,21.52,,
-122.476,45.483,13198,PORTLAND 45,708,Oregon,1,3,345,,,47.24,9.56,,
-122.467,45.256,13199,BEAVERCREEK,709,Oregon,1,3,138,,,17.54,7.87,,
-122.351,45.488,13200,DAMASCUS,710,Oregon,1,1,138,,,28.77,3.1,,
-122.484,45.642,13201,FAIRVIEW 1,711,Oregon,1,2,138,,,24.58,2.9,,
-122.371,45.567,13202,GRESHAM 1,712,Oregon,1,2,138,,,44.03,9.35,,
-122.467,45.467,13203,GRESHAM 2,713,Oregon,1,2,138,,,44.03,6.8,,
-122.447,44.828,13204,LYONS 1,714,Oregon,1,3,138,,,14.64,4.17,,
-122.473,45.501,13205,GRESHAM 3,715,Oregon,1,1,138,,,49.07,4.94,,
-122.4,45.423,13206,GRESHAM 4,716,Oregon,1,1,138,,,58,14.31,,
-122.308,43.713,13207,OAKRIDGE,717,Oregon,1,1,138,,,11.15,1.72,,
-122.272,45.569,13208,TROUTDALE,718,Oregon,1,1,138,,,54.03,15.16,,
-122.272,45.519,13209,BORING,719,Oregon,1,1,138,,,26.22,6.19,,
-122.28,45.25,13210,ESTACADA 1,720,Oregon,1,2,138,,,23.6,2.39,,
-122.175,45.382,13211,SANDY 1,721,Oregon,1,3,138,,,48.17,20.44,,
-122.148,42.404,13212,KLAMATH FALLS 1,722,Oregon,1,2,138,,,54.11,6.56,,
-121.98,44.447,13213,SISTERS,723,Oregon,1,2,138,,,15.54,2.49,,
-121.628,42.205,13214,KLAMATH FALLS 2,724,Oregon,1,2,138,,,35.91,20.52,,
-121.734,42.098,13215,KLAMATH FALLS 3,725,Oregon,1,2,138,,,35.43,8.27,0,0
-121.631,43.019,13216,CHILOQUIN,726,Oregon,1,2,138,,,11.04,2.39,,
-121.695,45.464,13217,MOUNT HOOD PARKDALE,727,Oregon,1,4,138,,,14.42,0.87,,
-121.549,45.722,13218,HOOD RIVER,728,Oregon,1,1,138,,,44.1,10.77,,
-121.495,43.886,13219,BEND 1,729,Oregon,1,1,138,,,13.95,1.9,,
-121.371,43.637,13220,LA PINE,730,Oregon,1,1,138,,,28.03,7.72,,
-121.524,42.013,13221,MALIN,731,Oregon,1,1,138,,,6.78,2.65,,
-121.348,42.19,13222,BONANZA,732,Oregon,1,1,138,,,9.02,1.65,,
-121.214,44.802,13223,WARM SPRINGS,733,Oregon,1,1,138,,,12.16,7.32,0,-31.68
-121.302,44.007,13224,BEND 2,734,Oregon,1,2,138,,,48.7,4.52,,
-121.191,44.075,13225,BEND 3,735,Oregon,1,2,138,,,48.7,17.06,,
-121.256,44.384,13226,TERREBONNE,736,Oregon,1,2,138,,,16.22,2.13,,
-121.153,44.207,13227,REDMOND 4,737,Oregon,1,2,138,,,45.1,9.88,,
-121.221,44.229,13228,REDMOND 5,738,Oregon,1,2,138,,,40.26,13,,
-121.267,44.198,13229,BEND 4,739,Oregon,1,3,345,,,70.79,17.7,0,0
-121.228,44.16,13230,BEND 5,740,Oregon,1,1,138,,,70.79,29.81,,
-121.183,45.631,13231,THE DALLES 1,741,Oregon,1,2,138,,,53.21,10.9,,
-120.989,44.574,13232,MADRAS 1,742,Oregon,1,1,138,,,29.66,6.13,,
-120.661,44.197,13233,PRINEVILLE,743,Oregon,1,2,138,,,45.08,6.77,,
-120.449,43.178,13234,CHRISTMAS VALLEY,744,Oregon,1,2,138,,,5.03,0.75,0,-8.46
-120.409,42.284,13235,LAKEVIEW,745,Oregon,1,2,138,,,13.71,1.07,0,-29.91
-119.975,45.828,13236,BOARDMAN 1,746,Oregon,1,2,138,,,9.98,1.36,,
-119.585,45.893,13237,IRRIGON,747,Oregon,1,1,138,,,9.13,1.15,,
-119.454,45.364,13238,HEPPNER,748,Oregon,1,2,138,,,4.76,0.28,0,-10.56
-119.451,45.914,13239,UMATILLA 1,749,Oregon,1,1,138,,,18.62,7.78,,
-119.197,45.765,13240,HERMISTON 1,750,Oregon,1,2,138,,,33.02,10.26,,
-119.225,45.82,13241,HERMISTON 2,751,Oregon,1,2,138,,,36.68,7.36,,
-118.99,44.475,13242,JOHN DAY,752,Oregon,1,2,138,,,18.38,5.58,,
-118.878,43.655,13243,BURNS 1,753,Oregon,1,4,138,,,17.59,4.67,0,-31.07
-118.783,45.375,13244,PILOT ROCK,754,Oregon,1,1,138,,,5.43,0.68,,
-118.889,45.657,13245,PENDLETON,755,Oregon,1,1,138,,,53.61,21.63,,
-118.277,45.873,13246,MILTON FREEWATER 1,756,Oregon,1,1,138,,,34.15,3.11,0,0
-118.329,46.178,13247,WALLA WALLA 1,757,Oregon,1,3,138,,,49.27,11.52,,
-118.296,46.152,13248,WALLA WALLA 2,758,Oregon,1,8,345,,,49.27,13.11,,
-118.2,45.335,13249,LA GRANDE,759,Oregon,1,1,138,,,43.84,4.03,,
-117.846,45.644,13250,ELGIN,760,Oregon,1,1,138,,,6.31,1.02,,
-117.705,44.874,13251,BAKER CITY,761,Oregon,1,1,138,,,32.09,9.28,,
-117.683,45.228,13252,UNION 1,762,Oregon,1,1,138,,,9.92,2.4,0,-15.01
-117.297,44.101,13253,VALE 1,763,Oregon,1,3,138,,,13.49,6.31,,
-117.293,45.665,13254,ENTERPRISE 1,764,Oregon,1,1,138,,,11.91,3.59,,
-117.032,44.036,13255,ONTARIO 1,765,Oregon,1,2,345,,,47.75,10.94,,
-116.946,45.494,13256,JOSEPH,766,Oregon,1,4,138,,,4.91,0.97,,
-122.041,44.286,13257,BLUE RIVER,767,Oregon,1,5,345,102.38,10.79,,,0,-90.54
-120.125,45.712,13258,ARLINGTON 3,768,Oregon,1,1,138,98.7,-14.21,1.55,0.32,,
-122.07,42.094,13259,KENO,769,Oregon,1,3,345,94.52,10.94,1.87,0.46,0,-304.69
-123.172,46.179,13260,CLATSKANIE 2,770,Oregon,1,2,138,137.31,-15.31,,,,
-118.816,46.013,13261,HELIX 1,771,Oregon,1,3,345,86.5,-17.68,0.87,0.11,,
-120.21,45.652,13262,ARLINGTON 4,772,Oregon,1,3,138,100.5,-14.47,2.04,0.94,,
-119.299,45.94,13263,UMATILLA 2,773,Oregon,1,11,765,697.28,-40.45,,,0,-1511.15
-117.816,45.085,13264,UNION 2,774,Oregon,1,3,345,0,0,3.98,1.16,,
-120.504,45.584,13265,WASCO 1,775,Oregon,1,4,345,297.5,-42.84,1.62,0.46,,
-122.251,44.722,13266,LOWELL 1,776,Oregon,1,4,345,37.31,19.2,2.98,1.71,,
-122.963,45.288,13267,NEWBERG 3,777,Oregon,1,4,138,43.9,0,1.9,0.53,,
-120.694,45.716,13268,THE DALLES 2,778,Oregon,1,10,765,1372.16,-88.2,0.65,0.23,0,-1217.16
-119.313,45.794,13269,HERMISTON 3,779,Oregon,1,6,765,686.6,-76.53,,,0,-308.73
-123.407,46.154,13270,CLATSKANIE 3,780,Oregon,1,1,138,29.35,0,,,,
-122.424,43.711,13271,LOWELL 2,781,Oregon,1,1,138,19.11,-1.48,1.43,0.14,,
-120.279,45.277,13272,CONDON,782,Oregon,1,2,138,44.14,-7.18,4.99,1.74,,
-120.603,45.654,13273,WASCO 2,783,Oregon,1,6,345,409.58,-66.06,,,,
-121.814,42.173,13274,KLAMATH FALLS 4,784,Oregon,1,1,138,58.56,-6.53,0.51,0.25,,
-121.277,44.606,13275,MADRAS 2,785,Oregon,1,6,765,192.24,-12.17,7.29,2.59,0,-803.18
-120.574,45.52,13276,MORO,786,Oregon,1,3,138,60.82,-15.55,1.96,0.22,,
-122.244,44.131,13277,LOWELL 3,787,Oregon,1,5,138,22.9,-1.28,4.62,1.49,,
-119.37,45.804,13278,HERMISTON 4,788,Oregon,1,6,345,618.68,-68.95,,,,
-116.835,44.972,13279,OXBOW 1,789,Oregon,1,5,345,80.51,15.91,2.6,0.38,,
-123.416,43.09,13280,DEXTER 2,790,Oregon,1,2,345,31.92,0,,,,
-119.674,45.848,13281,BOARDMAN 2,791,Oregon,1,4,138,265.22,-29.56,1.14,0.4,,
-121.811,42.174,13282,KLAMATH FALLS 5,792,Oregon,1,8,765,332.98,-37.12,,,0,-1317.09
-122.956,44.057,13283,SPRINGFIELD 5,793,Oregon,1,7,345,37.29,0,,,0,0
-120.318,45.676,13284,ARLINGTON 5,794,Oregon,1,2,138,69.48,10.92,,,,
-123.932,44.612,13285,TOLEDO 2,795,Oregon,1,2,345,18.65,0,3.5,1.82,0,101.64
-118.66,45.936,13286,HELIX 2,796,Oregon,1,1,138,18.44,5.32,,,,
-119.991,45.653,13287,IONE 2,797,Oregon,1,2,138,72,-10.37,,,,
-122.07,45.122,13288,ESTACADA 2,798,Oregon,1,4,138,55.59,14.52,,,,
-122.753,43.915,13289,LOWELL 4,799,Oregon,1,9,765,90.49,-5.82,,,0,-873.27
-120.201,45.717,13290,ARLINGTON 6,800,Oregon,1,3,138,103,-14.83,,,,
-122.28,45.243,13291,ESTACADA 3,801,Oregon,1,2,345,14.62,-1,,,,
-116.701,45.244,13292,OXBOW 2,802,Oregon,1,6,765,203.7,100.22,,,0,-436.3
-122.473,43.294,13293,IDLEYLD PARK 1,803,Oregon,1,1,138,23.86,11.14,,,,
-122.41,43.267,13294,IDLEYLD PARK 2,804,Oregon,1,4,138,12.17,5.76,,,,
-118.591,45.899,13295,ATHENA,805,Oregon,1,6,138,65.41,-14.24,,,,
-122.514,42.731,13296,PROSPECT,806,Oregon,1,3,138,21.26,-1.13,,,,
-119.418,45.729,13297,ECHO,807,Oregon,1,2,138,7.52,-1.44,,,,
-120.26,45.651,13298,ARLINGTON 7,808,Oregon,1,4,345,171.49,-28.94,,,,
-121.135,45.614,13299,THE DALLES 3,809,Oregon,1,12,765,779.6,-44.58,,,,
-122.85,42.436,13300,WHITE CITY 2,810,Oregon,1,1,138,20.34,0,,,,
-122.249,43.356,13301,IDLEYLD PARK 3,811,Oregon,1,1,138,32,-1.57,,,,
-120.48,45.51,13302,WASCO 3,812,Oregon,1,3,138,94.34,-14.21,,,,
-118.591,45.943,13303,MILTON FREEWATER 2,813,Oregon,1,8,345,84.1,-14.97,,,,
-123.174,46.172,13304,CLATSKANIE 4,814,Oregon,1,5,765,534.82,-59.59,,,,
-122.549,44.449,13305,LOWELL 5,815,Oregon,1,5,345,86.24,-4.9,,,,
-122.677,42.672,13306,TRAIL,816,Oregon,1,1,138,43.76,-2.4,,,,
-122.447,43.273,13307,IDLEYLD PARK 4,817,Oregon,1,4,345,31.21,-1.93,,,0,-74.82
-120.593,45.571,13308,WASCO 4,818,Oregon,1,3,138,71.64,-14.33,,,,
-121.231,44.694,13309,MADRAS 3,819,Oregon,1,1,138,57.75,-3.59,,,,
-122.083,45.482,13310,SANDY 2,820,Oregon,1,2,138,13.79,-1.16,,,,
-121.941,45.644,13311,CASCADE LOCKS,821,Oregon,1,9,765,513.77,-28.47,,,,
-119.674,45.848,13312,BOARDMAN 3,822,Oregon,1,4,345,142.92,-15.93,,,,
-122.402,43.281,13313,IDLEYLD PARK 5,823,Oregon,1,2,138,38.5,-1.89,,,,
-120.174,45.288,13314,ARLINGTON 8,824,Oregon,1,6,765,459.24,106.38,,,0,-443.84
-117.468,44.023,13315,VALE 2,825,Oregon,1,2,138,33.73,0,,,,
-123.172,46.179,13316,CLATSKANIE 5,826,Oregon,1,6,345,481.04,145.69,,,,
-119.809,45.693,13317,BOARDMAN 4,827,Oregon,1,5,765,639.59,299.27,,,0,-270.4
-124.094,40.817,20000,EUREKA 1,828,Northern California,1,1,138,,,43.99,19.17,,
-124.205,40.61,20001,FORTUNA,829,Northern California,1,1,138,,,47.72,14.7,0,0
-124.203,40.68,20002,EUREKA 2,830,Northern California,1,2,138,,,43.97,20.92,0,0
-124.094,40.811,20003,ARCATA,831,Northern California,1,1,138,,,39.57,6.1,,
-124.134,41.915,20004,CRESCENT CITY,832,Northern California,1,3,345,,,51.47,8.81,,
-124.042,41.049,20005,MCKINLEYVILLE,833,Northern California,1,2,138,,,39.88,9.38,,
-123.749,40.095,20006,GARBERVILLE,834,Northern California,1,2,138,,,16.7,4.85,,
-123.803,39.288,20007,MENDOCINO,835,Northern California,1,2,138,,,13,7.9,,
-123.661,39.49,20008,FORT BRAGG,836,Northern California,1,1,138,,,27.14,5.06,,
-123.696,41.109,20009,HOOPA,837,Northern California,1,2,138,,,13.73,3.37,,
-123.564,39.845,20010,LAYTONVILLE,838,Northern California,1,2,138,,,10.58,1.82,,
-123.436,39.443,20011,WILLITS,839,Northern California,1,2,138,,,24,2.73,,
-123.21,39.303,20012,REDWOOD VALLEY,840,Northern California,1,1,138,,,10.86,2.47,,
-123.219,39.183,20013,UKIAH 1,841,Northern California,1,3,345,,,31.74,13.07,0,-93.13
-123.244,39.195,20014,UKIAH 2,842,Northern California,1,1,138,,,30.33,17.09,,
-123.289,40.507,20015,HAYFORK,843,Northern California,1,1,138,,,7.73,0.78,,
-123.143,38.767,20016,CLOVERDALE 2,844,Northern California,1,1,138,,,23.28,4.16,,
-122.992,41.629,20017,FORT JONES,845,Northern California,1,1,138,,,12.83,4.66,,
-122.899,39.016,20018,LAKEPORT,846,Northern California,1,1,138,,,27.93,14.68,,
-122.953,40.765,20019,WEAVERVILLE,847,Northern California,1,1,138,,,11.11,1.77,,
-122.878,39.307,20020,UPPER LAKE,848,Northern California,1,1,138,,,13.73,2.67,0,0
-122.828,39.008,20021,KELSEYVILLE,849,Northern California,1,2,138,,,20.18,2.52,,
-122.583,41.657,20022,YREKA,850,Northern California,1,2,138,,,19.12,7.7,,
-122.62,38.958,20023,CLEARLAKE,851,Northern California,1,1,138,,,35.22,10.61,,
-122.636,38.72,20024,HIDDEN VALLEY LAKE,852,Northern California,1,1,138,,,16.04,1.99,,
-122.506,41.376,20025,WEED,853,Northern California,1,2,138,,,12.84,1.88,,
-122.446,40.512,20026,REDDING 1,854,Northern California,1,2,138,,,30.48,3.51,,
-122.41,40.592,20027,REDDING 2,855,Northern California,1,1,138,,,48.63,17.35,,
-122.465,40.36,20028,COTTONWOOD 1,856,Northern California,1,1,138,,,30.19,3.93,,
-122.482,40.143,20029,RED BLUFF 1,857,Northern California,1,2,138,,,25.89,12.4,,
-122.369,40.223,20030,RED BLUFF 2,858,Northern California,1,1,138,,,25.89,5.06,,
-122.306,41.277,20031,MOUNT SHASTA,859,Northern California,1,1,138,,,19.49,4.65,0,0
-122.344,41.661,20032,MONTAGUE,860,Northern California,1,2,138,,,9.67,1.15,,
-122.398,40.574,20033,REDDING 3,861,Northern California,1,2,138,,,29.97,3.53,,
-122.378,40.465,20034,REDDING 4,862,Northern California,1,1,138,,,29.97,7.86,,
-122.355,39.075,20035,WILLIAMS 1,863,Northern California,1,1,138,,,10.88,1.08,,
-122.323,40.506,20036,ANDERSON 1,864,Northern California,1,2,138,,,41.11,12.4,,
-122.366,39.885,20037,CORNING,865,Northern California,1,1,138,,,35.65,9.91,,
-122.188,39.503,20038,WILLOWS,866,Northern California,1,1,138,,,17.52,2.38,,
-122.196,39.703,20039,ORLAND,867,Northern California,1,1,138,,,27.89,9.42,,
-122.291,40.68,20040,REDDING 5,868,Northern California,1,1,138,,,40.01,6,,
-122.256,40.713,20041,REDDING 6,869,Northern California,1,2,138,,,44,9.14,,
-122.113,40.545,20042,PALO CEDRO,870,Northern California,1,1,138,,,9.34,3.38,,
-122.048,40.149,20043,LOS MOLINOS,871,Northern California,1,3,138,,,8.73,1.99,,
-122.011,38.638,20044,ESPARTO,872,Northern California,1,1,138,,,11.75,6.39,,
-122.069,39.175,20045,COLUSA,873,Northern California,1,2,138,,,24.3,2.58,,
-121.921,40.56,20046,SHINGLETOWN,874,Northern California,1,1,138,,,11.78,4.72,,
-121.776,38.73,20047,WOODLAND 2,875,Northern California,1,1,138,,,39.01,11.97,,
-121.79,38.701,20048,WOODLAND 3,876,Northern California,1,2,138,,,34.15,8.65,,
-121.939,39.72,20049,CHICO 1,877,Northern California,1,2,345,,,37.54,6.32,,
-121.779,39.684,20050,CHICO 2,878,Northern California,1,1,138,,,32.86,8.74,,
-121.846,39.716,20051,CHICO 3,879,Northern California,1,1,138,,,33.95,9.49,,
-121.926,39.688,20052,CHICO 4,880,Northern California,1,2,138,,,35.53,7.92,,
-121.876,39.831,20053,CHICO 5,881,Northern California,1,1,138,,,28.76,7.03,,
-121.777,39.805,20054,CHICO 6,882,Northern California,1,2,138,,,28.76,10.93,,
-121.699,38.548,20055,DAVIS 1,883,Northern California,1,1,138,,,42.33,12.43,,
-121.723,38.485,20056,DAVIS 2,884,Northern California,1,2,138,,,42.33,3.64,,
-121.7,39.273,20057,LIVE OAK,885,Northern California,1,2,138,,,25.09,5.91,,
-121.759,39.386,20058,GRIDLEY,886,Northern California,1,1,138,,,34.51,4.68,,
-121.735,38.128,20059,RIO VISTA 1,887,Northern California,1,2,138,,,22.37,12.17,,
-121.709,38.718,20060,WOODLAND 4,888,Northern California,1,1,138,,,39.42,22.2,,
-121.686,39.052,20061,YUBA CITY 1,889,Northern California,1,1,138,,,32.46,5.76,,
-121.621,39.173,20062,YUBA CITY 2,890,Northern California,1,3,138,,,32.46,9.52,,
-121.687,39.773,20063,PARADISE 1,891,Northern California,1,2,138,,,25.05,16.46,,
-121.718,39.808,20064,PARADISE 2,892,Northern California,1,1,138,,,24.79,3.74,,
-121.66,39.047,20065,YUBA CITY 3,893,Northern California,1,3,138,,,60.39,11.9,,
-121.507,38.925,20066,YUBA CITY 4,894,Northern California,1,4,138,,,39.48,24.94,,
-121.533,38.649,20067,WEST SACRAMENTO 1,895,Northern California,1,1,138,,,31.26,7.19,,
-121.621,38.626,20068,WEST SACRAMENTO 2,896,Northern California,1,2,138,,,31.26,2.12,,
-121.566,39.822,20069,MAGALIA,897,Northern California,1,2,138,,,24.39,4.4,,
-121.483,39.559,20070,OROVILLE 2,898,Northern California,1,1,138,,,36.69,26.22,,
-121.515,38.962,20071,OLIVEHURST,899,Northern California,1,3,138,,,23.86,3,,
-121.497,38.649,20072,WEST SACRAMENTO 3,900,Northern California,1,2,138,,,25.52,7.13,,
-121.455,38.542,20073,SACRAMENTO 1,901,Northern California,1,1,138,,,37.19,8.65,,
-121.513,38.458,20074,SACRAMENTO 2,902,Northern California,1,1,138,,,37.19,12.83,,
-121.476,38.696,20075,SACRAMENTO 3,903,Northern California,1,2,138,,,32.34,14.33,,
-121.531,38.628,20076,SACRAMENTO 4,904,Northern California,1,1,138,,,32.34,5.92,,
-121.572,38.631,20077,SACRAMENTO 5,905,Northern California,1,1,138,,,23.31,6.94,,
-121.511,38.609,20078,SACRAMENTO 6,906,Northern California,1,2,345,,,51.42,10.54,,
-121.521,38.687,20079,SACRAMENTO 7,907,Northern California,1,1,138,,,35.6,5.5,,
-121.459,38.653,20080,SACRAMENTO 8,908,Northern California,1,1,138,,,35.66,13.11,,
-121.491,38.41,20081,SACRAMENTO 9,909,Northern California,1,4,138,,,21.46,10.8,,
-121.436,39.23,20082,MARYSVILLE 5,910,Northern California,1,1,138,,,28.18,5.71,,
-121.458,39.168,20083,MARYSVILLE 6,911,Northern California,1,2,138,,,28.18,4.13,,
-121.524,38.555,20084,SACRAMENTO 10,912,Northern California,1,1,138,,,61.42,11.87,,
-121.447,38.5,20085,SACRAMENTO 11,913,Northern California,1,1,138,,,38.11,16.26,,
-121.546,38.607,20086,SACRAMENTO 12,914,Northern California,1,1,138,,,41.71,6.19,,
-121.445,38.762,20087,RIO LINDA,915,Northern California,1,1,138,,,38.57,4.95,,
-121.424,38.641,20088,SACRAMENTO 13,916,Northern California,1,2,138,,,24.36,1.33,,
-121.532,38.572,20089,SACRAMENTO 14,917,Northern California,1,2,138,,,44.42,7.14,,
-121.52,38.62,20090,SACRAMENTO 15,918,Northern California,1,2,138,,,33.09,2.64,,
-121.414,38.68,20091,SACRAMENTO 16,919,Northern California,1,1,138,,,33.09,10.84,,
-121.45,38.398,20092,ELK GROVE 1,920,Northern California,1,2,138,,,54.39,11.33,,
-121.433,38.472,20093,ELK GROVE 2,921,Northern California,1,2,138,,,54.9,15.32,,
-121.435,38.566,20094,SACRAMENTO 17,922,Northern California,1,1,138,,,31.03,11.43,,
-121.53,38.51,20095,SACRAMENTO 18,923,Northern California,1,2,138,,,31.03,7.9,,
-121.534,38.381,20096,SACRAMENTO 19,924,Northern California,1,1,138,,,68.35,19.82,,
-121.445,38.41,20097,SACRAMENTO 20,925,Northern California,1,1,138,,,66.59,26.28,,
-121.358,38.523,20098,SACRAMENTO 21,926,Northern California,1,3,138,,,27.2,14.84,,
-121.418,41.678,20099,TULELAKE,927,Northern California,1,2,138,,,4.52,0.41,0,-10.6
-121.43,38.518,20100,SACRAMENTO 22,928,Northern California,1,3,138,,,30.85,8.14,,
-121.516,38.433,20101,ELK GROVE 3,929,Northern California,1,2,138,,,36.2,10.85,,
-121.46,38.407,20102,ELK GROVE 4,930,Northern California,1,2,138,,,36.2,4.76,,
-121.49,39.42,20103,OROVILLE 3,931,Northern California,1,3,138,,,28.62,2.65,,
-121.482,39.489,20104,OROVILLE 4,932,Northern California,1,2,138,,,27.58,3.37,,
-121.475,38.599,20105,SACRAMENTO 23,933,Northern California,1,1,138,,,27.98,5.9,,
-121.434,38.588,20106,SACRAMENTO 24,934,Northern California,1,1,138,,,27.98,10.2,,
-121.34,38.585,20107,SACRAMENTO 25,935,Northern California,1,1,138,,,52.08,12.17,,
-121.34,38.539,20108,SACRAMENTO 26,936,Northern California,1,1,138,,,52.08,7.82,,
-121.441,38.7,20109,SACRAMENTO 27,937,Northern California,1,1,138,,,30.2,3.68,,
-121.452,38.716,20110,SACRAMENTO 28,938,Northern California,1,1,138,,,30.2,2.65,,
-121.466,38.633,20111,NORTH HIGHLANDS 1,939,Northern California,1,1,138,,,27.64,3.73,0,147.42
-121.454,38.683,20112,NORTH HIGHLANDS 2,940,Northern California,1,2,138,,,27.64,2.17,,
-121.475,38.536,20113,SACRAMENTO 29,941,Northern California,1,1,138,,,32.97,1.69,,
-121.281,38.625,20114,SACRAMENTO 30,942,Northern California,1,1,138,,,32.97,6.43,,
-121.348,38.588,20115,SACRAMENTO 31,943,Northern California,1,1,138,,,40.4,1.24,,
-121.274,38.791,20116,ROSEVILLE 1,944,Northern California,1,1,138,,,58,5.9,,
-121.338,38.851,20117,ROSEVILLE 2,945,Northern California,1,1,138,,,50.96,13.59,,
-121.343,38.645,20118,ANTELOPE 1,946,Northern California,1,1,138,,,41.87,18.35,,
-121.374,38.7,20119,ANTELOPE 2,947,Northern California,1,1,138,,,69.17,11.85,,
-121.439,38.742,20120,SACRAMENTO 32,948,Northern California,1,4,138,,,28.63,6.27,,
-121.414,38.624,20121,SACRAMENTO 33,949,Northern California,1,2,138,,,35.01,16.37,,
-121.225,38.537,20122,CARMICHAEL 1,950,Northern California,1,3,138,,,53.48,11.48,,
-121.291,38.589,20123,CARMICHAEL 2,951,Northern California,1,2,138,,,53.48,16.77,,
-121.384,38.511,20124,SACRAMENTO 34,952,Northern California,1,1,138,,,36.48,13.47,,
-121.404,38.571,20125,SACRAMENTO 35,953,Northern California,1,2,138,,,44.56,11.18,,
-121.375,38.353,20126,ELK GROVE 5,954,Northern California,1,1,138,,,55.79,14.46,,
-121.257,38.505,20127,ELK GROVE 6,955,Northern California,1,2,138,,,63.56,4.42,,
-121.35,38.921,20128,LINCOLN 1,956,Northern California,1,2,138,,,54.32,14.42,,
-121.377,38.916,20129,LINCOLN 2,957,Northern California,1,1,138,,,44.83,7.39,,
-121.321,38.619,20130,CITRUS HEIGHTS 1,958,Northern California,1,1,138,,,35.84,7.38,,
-121.236,38.668,20131,CITRUS HEIGHTS 2,959,Northern California,1,1,138,,,35.84,10.88,,
-121.263,38.724,20132,ROSEVILLE 3,960,Northern California,1,2,138,,,37.07,5.02,,
-121.32,38.765,20133,ROSEVILLE 4,961,Northern California,1,1,138,,,37.07,17.4,,
-121.228,38.626,20134,RANCHO CORDOVA 1,962,Northern California,1,2,138,,,47.68,16.52,,
-121.287,38.526,20135,RANCHO CORDOVA 2,963,Northern California,1,1,138,,,49.36,10.06,,
-121.206,38.874,20136,ROCKLIN 1,964,Northern California,1,1,138,,,30.58,3.65,,
-121.203,38.818,20137,ROCKLIN 2,965,Northern California,1,2,138,,,30.58,8.52,,
-121.212,38.616,20138,CITRUS HEIGHTS 3,966,Northern California,1,2,138,,,39.73,3.65,,
-121.184,38.599,20139,CITRUS HEIGHTS 4,967,Northern California,1,1,138,,,39.73,6.6,,
-121.212,38.263,20140,GALT 1,968,Northern California,1,2,138,,,26.34,11.86,,
-121.302,38.264,20141,GALT 2,969,Northern California,1,6,138,,,26.34,3.79,,
-121.293,38.744,20142,FAIR OAKS 1,970,Northern California,1,1,138,,,36.18,9.37,,
-121.255,38.695,20143,FAIR OAKS 2,971,Northern California,1,2,138,,,64.58,8.44,,
-121.222,38.675,20144,ROSEVILLE 5,972,Northern California,1,1,138,,,26.81,6.06,,
-121.312,38.679,20145,ROSEVILLE 6,973,Northern California,1,1,138,,,26.81,3.15,,
-121.324,38.804,20146,ROCKLIN 3,974,Northern California,1,3,138,,,42,12.8,,
-121.238,38.727,20147,ORANGEVALE,975,Northern California,1,1,138,,,28.4,9.06,,
-121.123,38.496,20148,WILTON,976,Northern California,1,1,138,,,27.35,5.39,,
-121.144,39.309,20149,PENN VALLEY,977,Northern California,1,1,138,,,20.44,7.34,,
-121.103,38.629,20150,RANCHO CORDOVA 3,978,Northern California,1,1,138,,,13.95,5.07,,
-121.28,38.753,20151,GRANITE BAY,979,Northern California,1,1,138,,,38.63,6.18,0,127.01
-121.085,38.828,20152,LOOMIS,980,Northern California,1,2,138,,,22.4,7.13,,
-121.19,38.595,20153,FOLSOM 1,981,Northern California,1,5,345,,,64.96,21.08,0,-81.17
-121.188,38.694,20154,FOLSOM 2,982,Northern California,1,1,138,,,64.96,9.81,,
-121.041,39.15,20155,GRASS VALLEY 1,983,Northern California,1,2,138,,,58.21,19.58,,
-121.06,38.954,20156,AUBURN 7,984,Northern California,1,1,138,,,39.77,9.24,,
-121.052,39.014,20157,AUBURN 8,985,Northern California,1,1,138,,,52.17,10.66,,
-120.984,38.688,20158,EL DORADO HILLS 1,986,Northern California,1,1,138,,,43.51,15.43,,
-121.01,38.706,20159,EL DORADO HILLS 2,987,Northern California,1,1,138,,,34.92,5.85,,
-120.947,40.308,20160,WESTWOOD,988,Northern California,1,2,138,,,13.7,5.66,,
-120.973,39.223,20161,GRASS VALLEY 2,989,Northern California,1,1,138,,,22.68,4.9,,
-120.979,38.593,20162,SHINGLE SPRINGS 1,990,Northern California,1,2,138,,,26.2,11.28,,
-120.952,38.625,20163,SHINGLE SPRINGS 2,991,Northern California,1,1,138,,,26.2,4.39,,
-120.914,39.27,20164,NEVADA CITY,992,Northern California,1,1,138,,,32.11,14.85,,
-120.933,40.02,20165,QUINCY 2,993,Northern California,1,2,138,,,12.73,1.46,,
-120.881,39.033,20166,COLFAX 2,994,Northern California,1,1,138,,,17.51,1.49,,
-120.875,38.959,20167,FORESTHILL 1,995,Northern California,1,1,138,,,10.94,2.71,,
-120.82,38.827,20168,PLACERVILLE 1,996,Northern California,1,1,138,,,49.19,3.83,,
-120.768,38.638,20169,PLACERVILLE 2,997,Northern California,1,2,138,,,54.78,2.72,,
-120.596,40.599,20170,SUSANVILLE,998,Northern California,1,2,138,,,43.16,2.53,,
-120.583,41.538,20171,ALTURAS,999,Northern California,1,1,138,,,15.83,2.79,,
